Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST-10619,58,Male,Faisalabad,Standard,51.23,19,6,5,18,2025-12-28,5,0
CUST-10620,27,Female,Faisalabad,Standard,50.19,53,50,4,11,2025-11-19,2,1
CUST-10621,29,Female,Rawalpindi,Basic,12.89,1,32,9,29,2026-03-20,3,1
CUST-10622,20,Female,Faisalabad,Basic,21.51,34,27,6,10,2025-11-13,5,0
CUST-10623,43,Male,Lahore,Premium,112.02,45,32,2,26,2025-08-12,2,0
CUST-10624,63,Male,Islamabad,Basic,12.03,14,25,9,20,2026-04-16,3,1
CUST-10625,30,Female,Lahore,Standard,58.61,11,36,7,22,2025-08-10,3,1
CUST-10626,59,Male,Karachi,Standard,43.74,70,36,1,30,2026-06-03,3,1
CUST-10627,51,Male,Islamabad,Standard,39.8,45,33,4,1,2025-10-28,1,1
CUST-10628,26,Female,Karachi,Premium,113.33,6,43,6,15,2026-01-14,2,1
CUST-10629,58,Female,Faisalabad,Basic,20.93,21,2,0,5,2025-12-24,2,0
CUST-10630,41,Female,Multan,Basic,28.17,44,7,9,26,2025-08-21,5,0
CUST-10631,25,Male,Faisalabad,Premium,111.82,8,24,0,3,2026-06-09,3,1
CUST-10632,40,Male,Faisalabad,Standard,56.54,63,9,7,7,2026-02-07,4,0
CUST-10633,56,Male,Karachi,Basic,19.62,44,43,4,1,2025-08-22,1,1
CUST-10634,35,Female,Peshawar,Standard,34.9,60,39,1,9,2025-12-14,4,0
CUST-10635,33,Male,Rawalpindi,Premium,85.63,21,46,8,25,2025-07-22,1,1
CUST-10636,49,Female,Rawalpindi,Basic,25.61,69,33,8,1,2026-02-27,4,0
CUST-10637,52,Female,Faisalabad,Premium,80.99,28,8,5,2,2026-06-18,2,1
CUST-10638,47,Female,Rawalpindi,Premium,111.98,19,7,9,27,2026-03-26,5,0
CUST-10639,40,Female,Quetta,Basic,17.3,41,4,6,1,2025-10-21,5,0
CUST-10640,47,Female,Islamabad,Standard,67.3,36,11,8,3,2025-08-03,3,1
CUST-10641,49,Female,Islamabad,Standard,54.5,39,19,7,14,2026-01-14,1,1
CUST-10642,56,Male,Lahore,Premium,115.45,68,31,2,21,2025-12-13,5,0
CUST-10643,68,Male,Lahore,Premium,102.6,12,38,6,6,2025-10-11,5,0
CUST-10644,19,Female,Islamabad,Standard,62.46,25,5,6,18,2026-04-23,5,0
CUST-10645,27,Female,Peshawar,Standard,49.58,5,30,3,6,2025-09-18,2,1
CUST-10646,35,Female,Peshawar,Basic,20.89,37,13,6,21,2026-01-20,4,0
CUST-10647,45,Female,Faisalabad,Standard,38.87,65,6,5,29,2025-09-16,5,0
CUST-10648,44,Male,Multan,Premium,88.33,16,39,7,10,2026-03-10,4,0
CUST-10649,49,Male,Faisalabad,Basic,26.36,3,40,10,9,2026-03-07,5,0
CUST-10650,65,Male,Quetta,Standard,38.23,22,20,8,17,2025-07-19,2,1
CUST-10651,61,Female,Peshawar,Basic,17.1,63,10,3,7,2026-01-14,2,0
CUST-10652,54,Female,Peshawar,Standard,42.06,4,20,7,4,2026-05-12,5,1
CUST-10653,21,Male,Karachi,Premium,109.31,34,1,9,16,2025-11-30,3,1
CUST-10654,53,Female,Islamabad,Basic,23.05,9,3,2,9,2026-01-31,3,0
CUST-10655,29,Female,Rawalpindi,Standard,46.25,43,23,3,24,2026-05-08,5,0
CUST-10656,19,Female,Lahore,Premium,102.55,54,32,10,1,2026-03-09,4,0
CUST-10657,43,Male,Faisalabad,Standard,55.73,27,29,9,18,2025-06-29,4,0
CUST-10658,60,Female,Faisalabad,Premium,81.5,1,19,5,15,2026-06-01,4,1
CUST-10659,60,Female,Lahore,Premium,111.04,56,30,5,12,2025-11-17,4,0
CUST-10660,20,Female,Rawalpindi,Standard,61.89,36,5,3,13,2025-07-23,2,0
CUST-10661,38,Male,Quetta,Premium,72.89,63,45,2,22,2026-05-22,5,0
CUST-10662,31,Female,Rawalpindi,Standard,47.07,36,43,4,6,2026-02-10,1,1
CUST-10663,26,Female,Faisalabad,Basic,20.6,2,11,3,28,2025-08-19,3,0
CUST-10664,65,Female,Multan,Basic,18.81,40,26,7,14,2025-10-25,2,1
CUST-10665,27,Male,Peshawar,Basic,13.06,53,11,1,14,2026-06-12,1,1
CUST-10666,31,Male,Islamabad,Basic,29.18,9,15,7,7,2025-08-26,4,0
CUST-10667,21,Female,Rawalpindi,Premium,89.74,30,26,2,11,2025-08-19,1,0
CUST-10668,45,Male,Quetta,Standard,53.38,26,26,8,2,2025-12-21,4,0
CUST-10669,62,Male,Faisalabad,Standard,46.11,60,36,1,22,2025-10-14,5,0
CUST-10670,20,Female,Multan,Standard,64.9,72,23,10,24,2026-02-09,2,1
CUST-10671,59,Female,Rawalpindi,Standard,69.39,7,9,2,27,2025-06-24,4,0
CUST-10672,53,Female,Islamabad,Standard,46.59,47,30,8,24,2025-11-30,3,1
CUST-10673,69,Male,Peshawar,Standard,68.28,7,21,1,2,2025-12-16,3,1
CUST-10674,42,Male,Rawalpindi,Basic,23.24,71,42,9,2,2026-01-26,2,1
CUST-10675,51,Female,Islamabad,Standard,42.8,68,11,1,18,2025-11-12,1,1
CUST-10676,26,Female,Islamabad,Standard,34.65,60,4,0,20,2026-04-03,4,0
CUST-10677,38,Male,Quetta,Premium,81.68,26,21,4,11,2026-06-13,5,0
CUST-10678,43,Female,Multan,Basic,26.46,8,29,9,28,2025-07-12,4,0
CUST-10679,32,Female,Multan,Basic,22.27,7,29,7,24,2026-03-15,1,1
CUST-10680,30,Male,Faisalabad,Premium,100.98,5,50,2,25,2026-05-02,1,1
CUST-10681,55,Male,Lahore,Premium,83.87,36,43,6,19,2026-05-12,3,1
CUST-10682,24,Female,Faisalabad,Premium,73.11,59,41,0,3,2026-02-23,5,0
CUST-10683,61,Female,Quetta,Standard,56.53,33,15,3,28,2025-07-28,5,0
CUST-10684,70,Male,Rawalpindi,Basic,10.34,69,18,0,27,2026-06-20,3,0
CUST-10685,19,Male,Quetta,Basic,17.46,52,22,1,6,2025-10-08,3,0
CUST-10686,34,Female,Karachi,Standard,36.89,47,3,0,7,2025-07-28,1,1
CUST-10687,67,Male,Multan,Basic,15.23,53,19,2,15,2026-02-21,3,1
CUST-10688,67,Male,Quetta,Standard,69.87,47,9,9,7,2026-06-07,1,1
CUST-10689,67,Male,Multan,Standard,35.47,11,14,7,5,2026-05-31,5,1
CUST-10690,46,Male,Peshawar,Basic,26.58,30,30,2,19,2025-11-24,1,1
CUST-10691,42,Male,Rawalpindi,Standard,47.85,27,9,0,19,2026-04-27,4,0
CUST-10692,35,Male,Islamabad,Standard,59.98,3,8,5,6,2025-09-17,2,1
CUST-10693,55,Male,Islamabad,Basic,28.9,6,42,5,12,2026-05-15,1,1
CUST-10694,53,Female,Lahore,Basic,29.65,44,42,7,4,2025-11-11,2,1
CUST-10695,38,Female,Faisalabad,Premium,97.18,52,38,2,6,2026-05-24,4,0
CUST-10696,67,Female,Karachi,Premium,115.25,50,21,3,28,2025-12-14,1,1
CUST-10697,33,Male,Multan,Standard,44.55,31,37,1,18,2025-09-23,5,0
CUST-10698,24,Male,Lahore,Basic,17.57,11,41,6,4,2025-07-01,2,1
CUST-10699,22,Female,Faisalabad,Basic,23.93,39,14,10,26,2026-03-25,1,1
CUST-10700,57,Male,Multan,Standard,62.49,36,41,9,23,2025-07-18,1,1
CUST-10701,52,Male,Quetta,Premium,118.99,41,3,9,21,2026-05-12,3,1
CUST-10702,57,Male,Rawalpindi,Standard,62.3,55,25,10,17,2025-12-10,1,1
CUST-10703,44,Male,Faisalabad,Standard,43.99,6,49,8,23,2026-04-01,5,1
CUST-10704,33,Male,Faisalabad,Standard,46.96,43,41,1,2,2026-05-12,1,1
CUST-10705,31,Female,Rawalpindi,Basic,26.06,50,42,0,28,2026-03-01,5,0
CUST-10706,29,Male,Multan,Basic,16.91,19,33,2,10,2026-03-24,1,1
CUST-10707,70,Female,Islamabad,Standard,33.91,69,22,0,17,2026-01-28,4,0
CUST-10708,31,Female,Multan,Premium,114.43,63,38,5,30,2025-08-08,4,0
CUST-10709,32,Male,Peshawar,Premium,108.4,30,20,9,10,2025-10-05,2,1
CUST-10710,21,Male,Islamabad,Basic,25.83,39,28,8,8,2025-08-21,2,1
CUST-10711,30,Female,Peshawar,Premium,92.79,21,50,3,29,2026-04-21,1,0
CUST-10712,39,Female,Rawalpindi,Standard,43.46,3,11,6,25,2025-09-23,3,1
CUST-10713,65,Female,Rawalpindi,Standard,64.76,13,47,6,27,2025-12-27,4,0
CUST-10714,30,Male,Multan,Basic,20.91,1,9,2,9,2026-05-19,4,0
CUST-10715,69,Male,Multan,Standard,68.33,35,8,2,10,2025-08-18,3,0
CUST-10716,66,Female,Faisalabad,Premium,71.04,39,38,10,15,2026-02-12,2,1
CUST-10717,49,Male,Peshawar,Standard,59.89,52,30,4,20,2026-05-18,5,0
CUST-10718,26,Male,Karachi,Standard,61.16,8,43,9,9,2025-07-13,2,1
CUST-10719,37,Female,Multan,Basic,18.04,61,38,3,19,2025-12-10,5,0
CUST-10720,28,Male,Rawalpindi,Basic,11.62,43,23,9,21,2025-08-04,2,1
CUST-10721,66,Male,Lahore,Standard,52.1,5,27,8,17,2026-02-20,5,0
CUST-10722,65,Female,Lahore,Premium,87.45,49,44,5,29,2025-10-26,3,1
CUST-10723,56,Male,Lahore,Basic,25.09,15,4,10,3,2026-01-01,5,0
CUST-10724,70,Male,Islamabad,Premium,107.77,18,16,10,7,2025-07-03,5,0
CUST-10725,45,Male,Islamabad,Basic,19.68,67,38,9,2,2026-02-16,3,1
CUST-10726,52,Male,Peshawar,Premium,81.7,61,37,7,2,2025-11-30,3,1
CUST-10727,59,Male,Lahore,Premium,83.53,43,11,7,30,2025-12-19,2,1
CUST-10728,62,Female,Karachi,Premium,88.08,58,49,0,9,2025-10-03,5,0
CUST-10729,31,Male,Faisalabad,Basic,23.21,40,50,0,17,2025-08-30,2,0
CUST-10730,25,Female,Rawalpindi,Standard,31.1,22,12,5,8,2026-03-11,2,1
CUST-10731,58,Male,Multan,Basic,28.42,70,12,0,10,2026-01-16,2,1
CUST-10732,26,Female,Rawalpindi,Basic,19.25,47,11,5,6,2025-07-16,2,1
CUST-10733,69,Male,Karachi,Basic,13.91,23,4,8,8,2025-12-12,5,0
CUST-10734,49,Male,Karachi,Basic,22.39,68,20,1,28,2026-04-29,1,0
CUST-10735,48,Male,Quetta,Standard,52.06,5,17,7,19,2025-10-25,3,1
CUST-10736,50,Male,Islamabad,Basic,20.27,35,28,1,6,2025-06-25,3,0
CUST-10737,34,Female,Multan,Premium,118.38,24,28,5,4,2025-09-22,2,1
CUST-10738,52,Male,Islamabad,Basic,12.84,24,38,9,6,2025-07-07,4,0
CUST-10739,50,Male,Multan,Premium,116.73,35,29,6,26,2025-12-17,1,1
CUST-10740,61,Male,Lahore,Standard,31.5,42,6,8,24,2026-02-12,1,1
CUST-10741,57,Male,Rawalpindi,Basic,11.23,5,2,7,9,2025-12-05,3,1
CUST-10742,21,Female,Karachi,Basic,26.29,17,34,10,27,2025-10-11,3,0
CUST-10743,18,Female,Islamabad,Basic,23.67,23,48,4,12,2026-03-08,3,0
CUST-10744,56,Male,Karachi,Premium,81.79,9,19,10,7,2025-09-25,3,1
CUST-10745,47,Male,Karachi,Basic,16.18,4,11,1,5,2026-02-07,2,0
CUST-10746,30,Female,Rawalpindi,Basic,15.12,34,42,9,17,2025-11-18,1,1
CUST-10747,60,Male,Islamabad,Premium,112.87,9,6,2,12,2025-08-20,5,1
CUST-10748,32,Male,Faisalabad,Basic,26.74,29,36,7,21,2026-03-25,4,0
CUST-10749,27,Female,Peshawar,Basic,19.89,15,31,0,17,2025-09-28,2,0
CUST-10750,51,Male,Lahore,Standard,34.7,5,37,6,4,2025-08-03,2,1
CUST-10751,25,Female,Rawalpindi,Premium,98.51,45,41,0,24,2026-05-21,1,0
CUST-10752,25,Female,Karachi,Basic,29.93,60,26,5,4,2026-05-22,4,0
CUST-10753,64,Male,Lahore,Standard,61.06,24,6,8,29,2026-02-11,4,0
CUST-10754,29,Male,Lahore,Premium,93.95,29,18,10,27,2025-11-30,5,0
CUST-10755,53,Female,Quetta,Premium,112.19,30,14,8,25,2026-04-28,3,1
CUST-10756,22,Male,Faisalabad,Premium,91.29,23,2,2,30,2026-06-10,2,0
CUST-10757,45,Female,Lahore,Standard,43.87,35,22,1,27,2026-03-14,2,1
CUST-10758,52,Female,Peshawar,Basic,27.03,64,31,7,26,2026-03-01,4,0
CUST-10759,19,Male,Faisalabad,Basic,24.57,53,19,6,12,2026-06-05,2,1
CUST-10760,27,Female,Lahore,Standard,58.07,57,35,0,9,2025-09-11,2,0
CUST-10761,67,Female,Multan,Basic,21.33,36,45,2,14,2026-06-02,5,0
CUST-10762,29,Female,Faisalabad,Premium,89.58,10,28,2,14,2025-09-10,1,1
CUST-10763,43,Male,Peshawar,Basic,24.21,12,19,8,9,2026-03-29,4,0
CUST-10764,70,Male,Quetta,Basic,26.11,10,50,7,26,2026-02-11,2,1
CUST-10765,42,Male,Karachi,Basic,10.29,6,3,4,2,2025-11-23,4,1
CUST-10766,60,Female,Faisalabad,Basic,26.62,17,26,8,3,2025-12-31,1,1
CUST-10767,42,Female,Lahore,Premium,107.23,55,39,5,17,2025-12-14,1,1
CUST-10768,33,Male,Lahore,Standard,40.51,34,6,7,11,2026-02-10,3,1
CUST-10769,69,Male,Rawalpindi,Premium,119.39,13,43,8,29,2025-07-26,3,1
CUST-10770,53,Female,Quetta,Standard,39.57,51,20,10,16,2026-01-05,1,1
CUST-10771,65,Male,Faisalabad,Basic,16.12,30,47,7,5,2025-07-17,2,1
CUST-10772,44,Male,Lahore,Premium,104.79,13,30,6,10,2025-06-21,4,0
CUST-10773,54,Male,Multan,Standard,39.8,44,22,9,11,2026-03-04,2,1
CUST-10774,35,Male,Multan,Premium,87.95,10,35,3,4,2025-06-22,2,1
CUST-10775,46,Female,Faisalabad,Standard,50.22,3,38,5,19,2026-06-11,4,0
CUST-10776,28,Female,Multan,Standard,52.17,27,17,8,29,2025-11-28,5,0
CUST-10777,31,Male,Lahore,Standard,58.15,40,9,7,29,2025-08-14,3,1
CUST-10778,23,Male,Lahore,Premium,115.06,33,31,3,4,2026-05-26,5,0
CUST-10779,69,Male,Islamabad,Premium,83.11,70,7,5,24,2025-10-20,5,0
CUST-10780,34,Male,Islamabad,Basic,17.99,8,18,0,7,2025-12-21,3,1
CUST-10781,33,Female,Faisalabad,Premium,87.04,55,14,6,23,2026-01-30,3,1
CUST-10782,39,Male,Peshawar,Premium,73.17,32,39,6,7,2026-02-17,4,0
CUST-10783,69,Female,Quetta,Premium,78.92,36,19,9,7,2025-06-27,4,0
CUST-10784,31,Female,Quetta,Premium,100.16,31,5,0,3,2026-06-09,4,0
CUST-10785,43,Female,Rawalpindi,Basic,11.42,58,22,7,12,2026-05-15,4,0
CUST-10786,22,Female,Rawalpindi,Basic,26.58,13,18,4,28,2026-02-08,3,1
CUST-10787,22,Female,Rawalpindi,Premium,88.24,43,12,5,13,2026-04-17,1,1
CUST-10788,66,Male,Karachi,Basic,20.72,48,12,1,22,2025-12-10,5,0
CUST-10789,45,Female,Islamabad,Standard,60.54,52,1,6,20,2026-02-08,4,0
CUST-10790,48,Male,Karachi,Basic,21.24,15,34,8,25,2025-12-26,5,0
CUST-10791,55,Male,Islamabad,Basic,21.97,27,40,1,4,2026-02-01,2,1
CUST-10792,31,Male,Quetta,Premium,116.38,37,16,10,10,2026-03-11,3,1
CUST-10793,37,Female,Peshawar,Premium,74.74,71,29,3,18,2025-07-25,4,0
CUST-10794,57,Female,Islamabad,Standard,67.99,18,26,6,9,2025-06-20,4,0
CUST-10795,27,Male,Peshawar,Premium,95.26,70,29,4,15,2025-09-04,2,1
CUST-10796,70,Female,Multan,Standard,57.99,71,32,2,18,2026-05-01,3,1
CUST-10797,49,Male,Islamabad,Premium,113.15,61,31,0,8,2025-11-08,5,0
CUST-10798,31,Male,Multan,Premium,94.66,60,6,2,28,2026-03-18,2,1
CUST-10799,35,Female,Lahore,Basic,17.65,26,39,7,23,2025-10-27,3,0
CUST-10800,65,Male,Faisalabad,Premium,109.43,24,29,5,10,2026-06-05,2,1
CUST-10801,51,Male,Karachi,Premium,107.2,6,37,9,5,2026-05-02,3,0
CUST-10802,23,Male,Faisalabad,Standard,67.82,39,21,0,17,2025-08-20,4,0
CUST-10803,41,Male,Lahore,Premium,73.72,27,3,9,22,2025-11-04,3,0
CUST-10804,40,Male,Islamabad,Basic,26.09,11,26,5,27,2025-11-30,4,0
CUST-10805,62,Male,Multan,Standard,52.99,19,4,10,29,2026-02-14,5,0
CUST-10806,68,Male,Lahore,Basic,14.48,17,39,2,15,2025-10-26,1,0
CUST-10807,23,Female,Lahore,Standard,45.17,6,11,3,20,2026-06-16,3,1
CUST-10808,55,Male,Peshawar,Premium,91.22,72,29,9,4,2025-10-26,1,1
CUST-10809,25,Female,Peshawar,Premium,96.05,23,49,4,7,2026-03-16,4,0
CUST-10810,43,Female,Multan,Premium,108.97,13,6,0,24,2026-04-12,5,0
CUST-10811,20,Female,Peshawar,Standard,61.99,67,21,6,13,2026-03-28,1,1
CUST-10812,48,Female,Multan,Standard,63.86,39,23,2,7,2025-06-21,3,1
CUST-10813,55,Male,Faisalabad,Basic,13.62,37,25,3,18,2025-11-01,3,1
CUST-10814,38,Male,Faisalabad,Basic,10.14,44,34,5,7,2026-05-30,4,0
CUST-10815,52,Female,Islamabad,Basic,18.81,53,10,5,16,2025-12-06,4,0
CUST-10816,50,Female,Islamabad,Basic,19.86,54,16,10,9,2026-04-04,3,1
CUST-10817,31,Female,Peshawar,Standard,35.21,44,47,8,8,2026-04-27,3,1
CUST-10818,40,Male,Lahore,Basic,29.45,67,45,6,19,2026-06-15,4,0
CUST-10819,31,Male,Islamabad,Standard,69.2,35,36,8,6,2026-04-21,3,1
CUST-10820,20,Female,Karachi,Premium,106.87,5,32,4,16,2026-01-19,4,1
CUST-10821,49,Female,Lahore,Standard,37.76,32,4,10,21,2026-03-20,4,0
CUST-10822,35,Male,Islamabad,Premium,97.04,25,49,5,9,2025-10-15,2,1
CUST-10823,70,Female,Multan,Premium,116.47,34,41,5,3,2025-12-12,5,0
CUST-10824,35,Female,Lahore,Basic,23.2,17,43,7,8,2026-04-20,2,1
CUST-10825,20,Male,Karachi,Standard,54.21,12,21,8,22,2025-07-20,3,1
CUST-10826,57,Female,Islamabad,Standard,38.61,47,40,1,28,2025-12-01,2,1
CUST-10827,47,Female,Quetta,Standard,68.05,21,29,4,8,2026-01-23,5,0
CUST-10828,42,Female,Karachi,Premium,112.32,56,4,1,19,2026-04-06,2,1
CUST-10829,59,Male,Faisalabad,Basic,28.67,42,10,8,6,2025-07-14,4,0
CUST-10830,59,Male,Lahore,Premium,102.34,67,42,5,12,2025-09-05,1,1
CUST-10831,52,Male,Karachi,Premium,116.07,51,16,7,27,2026-01-14,2,1
CUST-10832,56,Male,Rawalpindi,Standard,52.68,56,20,7,14,2025-11-15,5,0
CUST-10833,18,Female,Karachi,Standard,65.92,42,38,9,25,2026-02-09,5,0
CUST-10834,37,Male,Multan,Premium,112.25,19,42,0,10,2025-12-29,4,0
CUST-10835,27,Female,Lahore,Premium,99.66,2,35,0,1,2026-03-20,3,1
CUST-10836,49,Female,Lahore,Premium,80.01,69,27,4,6,2026-05-29,1,1
CUST-10837,57,Male,Multan,Standard,53.34,53,7,8,29,2026-03-24,3,1
CUST-10838,19,Female,Lahore,Standard,39.73,20,46,2,9,2025-08-09,2,0
CUST-10839,30,Male,Multan,Basic,22.29,23,29,6,28,2025-11-12,5,0
CUST-10840,31,Female,Karachi,Standard,33.83,64,6,8,9,2026-04-05,2,1
CUST-10841,32,Female,Karachi,Basic,21.59,21,38,6,8,2026-03-29,5,0
CUST-10842,40,Female,Rawalpindi,Basic,12.79,53,5,0,27,2025-09-03,5,0
CUST-10843,68,Female,Multan,Standard,39.6,35,10,10,6,2025-08-22,2,1
CUST-10844,49,Male,Rawalpindi,Premium,119.79,50,37,3,28,2026-06-05,4,0
CUST-10845,69,Male,Quetta,Premium,102.86,39,34,4,14,2026-06-04,1,1
CUST-10846,25,Male,Peshawar,Basic,11.8,19,25,3,16,2026-06-05,1,0
CUST-10847,27,Male,Islamabad,Basic,21.47,22,36,3,4,2026-05-09,5,0
CUST-10848,51,Female,Faisalabad,Standard,40.49,36,22,1,25,2025-11-03,4,0
CUST-10849,27,Female,Quetta,Premium,89.9,23,49,7,1,2025-08-09,2,1
CUST-10850,63,Female,Peshawar,Standard,51.84,12,31,9,8,2025-09-29,2,1
CUST-10851,19,Female,Lahore,Basic,14.29,43,49,7,13,2025-08-01,3,1
CUST-10852,33,Male,Peshawar,Basic,25.3,29,36,5,19,2025-10-12,3,1
CUST-10853,48,Female,Faisalabad,Standard,52.11,68,35,8,21,2025-07-16,1,1
CUST-10854,65,Female,Peshawar,Basic,12.61,60,41,0,4,2026-01-23,2,0
CUST-10855,59,Male,Faisalabad,Standard,40.15,52,20,10,3,2026-05-21,3,1
CUST-10856,65,Female,Karachi,Basic,11.27,14,34,1,24,2025-07-27,2,0
CUST-10857,70,Female,Peshawar,Premium,97.41,14,24,1,2,2025-08-03,5,0
CUST-10858,54,Female,Peshawar,Premium,79.86,1,12,2,25,2025-10-06,2,0
CUST-10859,66,Male,Faisalabad,Standard,32.12,22,26,0,18,2025-08-25,1,0
CUST-10860,51,Male,Quetta,Standard,68.51,38,10,8,15,2025-12-29,1,1
CUST-10861,31,Male,Multan,Basic,14.11,40,45,9,13,2025-10-12,5,0
CUST-10862,35,Male,Quetta,Standard,51.83,18,29,3,25,2026-02-14,4,0
CUST-10863,33,Male,Quetta,Basic,17.47,44,42,8,11,2025-07-01,1,1
CUST-10864,61,Male,Quetta,Standard,63.65,70,36,5,22,2026-06-08,2,1
CUST-10865,61,Female,Islamabad,Basic,23.08,64,44,7,26,2026-02-22,4,0
CUST-10866,22,Female,Lahore,Standard,53.51,2,21,5,14,2026-06-14,3,1
CUST-10867,23,Female,Lahore,Basic,28.29,41,2,9,6,2026-03-28,1,1
CUST-10868,28,Male,Rawalpindi,Standard,37.81,63,1,6,19,2026-06-01,2,1
CUST-10869,67,Female,Lahore,Standard,42.78,5,15,1,13,2026-02-05,5,0
CUST-10870,24,Female,Rawalpindi,Premium,110.87,36,2,6,14,2025-12-18,4,0
CUST-10871,27,Female,Karachi,Standard,36.59,50,48,9,1,2026-02-26,5,0
CUST-10872,46,Female,Peshawar,Standard,58.38,4,28,3,25,2025-06-30,1,1
CUST-10873,37,Male,Multan,Standard,67.05,65,33,10,29,2025-11-08,1,1
CUST-10874,63,Female,Peshawar,Basic,27.06,63,4,4,27,2025-09-01,4,0
CUST-10875,18,Male,Peshawar,Basic,24.96,40,13,7,9,2026-02-23,2,1
CUST-10876,60,Female,Faisalabad,Basic,11.06,46,50,3,7,2026-05-28,2,0
CUST-10877,55,Male,Faisalabad,Premium,91.55,45,2,4,5,2026-02-26,2,1
CUST-10878,33,Male,Islamabad,Basic,26.87,30,32,8,20,2025-09-02,5,0
CUST-10879,49,Male,Rawalpindi,Premium,104.87,51,43,7,21,2026-05-09,4,0
CUST-10880,56,Male,Karachi,Basic,13.88,15,9,10,11,2025-10-04,2,1
CUST-10881,38,Female,Islamabad,Premium,113.13,23,46,8,29,2025-09-06,2,1
CUST-10882,46,Male,Quetta,Basic,20.13,46,36,7,28,2026-03-26,3,1
CUST-10883,38,Male,Islamabad,Standard,45.44,26,26,4,29,2025-08-02,4,0
CUST-10884,57,Female,Quetta,Premium,106.19,61,11,3,14,2025-10-12,1,0
CUST-10885,50,Male,Peshawar,Basic,19.08,2,6,9,6,2026-02-06,5,1
CUST-10886,21,Male,Quetta,Basic,24.87,23,28,0,27,2026-04-08,4,0
CUST-10887,41,Female,Rawalpindi,Standard,59.26,47,40,1,26,2026-01-20,2,1
CUST-10888,40,Male,Peshawar,Standard,48.29,39,7,10,4,2025-08-28,5,0
CUST-10889,50,Male,Faisalabad,Premium,117.17,64,20,6,24,2025-08-27,5,0
CUST-10890,20,Male,Quetta,Basic,22.13,50,9,2,7,2026-02-13,4,0
CUST-10891,40,Female,Rawalpindi,Premium,99.91,41,27,8,7,2026-04-27,4,0
CUST-10892,42,Male,Rawalpindi,Standard,47.18,29,48,1,11,2026-03-21,1,1
CUST-10893,43,Female,Faisalabad,Standard,35.13,26,16,4,29,2026-03-07,3,1
CUST-10894,46,Male,Quetta,Standard,48.15,21,47,10,11,2025-12-09,5,0
CUST-10895,35,Male,Quetta,Basic,21.25,30,30,9,8,2025-11-21,1,1
CUST-10896,36,Female,Multan,Premium,75.0,42,16,1,12,2026-02-04,4,0
CUST-10897,22,Male,Faisalabad,Standard,63.09,2,16,5,6,2025-09-27,3,1
CUST-10898,20,Female,Islamabad,Premium,89.88,30,41,10,5,2026-03-13,5,0
CUST-10899,25,Male,Peshawar,Premium,95.13,50,41,9,1,2026-03-27,1,1
CUST-10900,38,Male,Rawalpindi,Basic,24.28,66,27,7,7,2025-09-20,5,0
CUST-10901,23,Female,Peshawar,Basic,20.69,19,10,4,15,2026-04-28,5,0
CUST-10902,19,Male,Islamabad,Premium,77.51,13,3,2,2,2026-04-15,3,0
CUST-10903,37,Female,Islamabad,Standard,64.99,63,4,8,2,2025-08-19,1,1
CUST-10904,40,Male,Faisalabad,Basic,13.5,5,23,6,24,2025-10-30,1,1
CUST-10905,42,Female,Rawalpindi,Basic,29.27,29,5,7,22,2025-12-17,3,1
CUST-10906,48,Female,Quetta,Basic,24.95,69,50,2,18,2025-07-10,3,1
CUST-10907,51,Female,Karachi,Premium,73.71,58,27,2,29,2025-08-16,4,0
CUST-10908,38,Female,Faisalabad,Basic,14.49,64,11,5,5,2026-03-19,4,0
CUST-10909,53,Female,Peshawar,Basic,10.54,32,29,1,26,2025-08-14,3,0
CUST-10910,49,Female,Multan,Basic,12.97,49,47,0,15,2025-08-29,4,0
CUST-10911,28,Male,Peshawar,Basic,27.52,4,28,5,17,2025-09-16,2,1
CUST-10912,35,Male,Quetta,Basic,29.44,42,24,4,2,2025-08-22,3,0
CUST-10913,31,Female,Lahore,Premium,74.33,14,38,9,7,2026-05-23,2,1
CUST-10914,27,Female,Islamabad,Premium,84.97,36,8,8,16,2025-11-30,1,1
CUST-10915,52,Male,Peshawar,Premium,97.41,67,46,2,1,2026-06-02,2,1
CUST-10916,20,Male,Karachi,Standard,64.31,24,5,0,23,2026-01-27,2,0
CUST-10917,33,Female,Peshawar,Standard,48.98,15,46,10,18,2025-09-05,4,0
CUST-10918,63,Female,Quetta,Standard,60.18,17,38,1,15,2025-07-12,2,0
CUST-10919,70,Male,Rawalpindi,Standard,60.64,7,1,4,7,2026-02-01,1,1
CUST-10920,33,Female,Lahore,Premium,89.67,36,44,1,25,2025-06-29,4,0
CUST-10921,41,Male,Lahore,Standard,41.72,15,41,10,9,2026-06-15,2,1
CUST-10922,53,Female,Peshawar,Premium,84.55,32,1,3,21,2026-06-01,4,0
CUST-10923,48,Male,Karachi,Standard,63.16,32,1,4,2,2025-07-30,2,1
CUST-10924,22,Female,Peshawar,Basic,12.67,23,1,5,14,2026-01-19,5,0
CUST-10925,19,Female,Lahore,Basic,28.45,17,24,3,27,2026-06-17,4,0
CUST-10926,67,Female,Lahore,Basic,29.54,43,3,1,6,2026-05-08,3,1
CUST-10927,61,Male,Islamabad,Premium,76.34,11,37,9,7,2026-05-18,2,1
CUST-10928,68,Male,Peshawar,Basic,11.8,38,39,5,27,2025-09-22,1,1
